age,income,score,height,color,city,education,satisfaction,purchased
75.0,125105.0,59.15,179.7,Blue,LA,,Satisfied,No
56.0,,32.65,164.7,,HOU,PhD,Satisfied,No
32.0,,62.99,170.1,Blue,NY,Masters,Very Satisfied,Yes
78.0,35960.0,63.49,171.2,Black,LA,Bachelors,Very Unsatisfied,Yes
,64917.0,58.57,190.4,,HOU,Bachelors,Very Satisfied,Yes
40.0,106015.0,47.02,,Green,CHI,Bachelors,Very Satisfied,Yes
70.0,39123.0,62.98,,Black,LA,,Very Satisfied,Yes
58.0,149323.0,47.65,188.4,Blue,HOU,High School,Satisfied,No
51.0,119230.0,70.68,173.1,,HOU,PhD,Satisfied,Yes
34.0,23336.0,62.37,171.0,Yellow,NY,PhD,Unsatisfied,No
42.0,55889.0,36.43,176.2,Black,HOU,,,Yes
73.0,76037.0,37.19,,Yellow,HOU,,Very Unsatisfied,No
,60310.0,42.01,,Green,CHI,High School,Very Unsatisfied,Yes
23.0,46684.0,46.15,168.4,Green,LA,,Neutral,Yes
48.0,35378.0,35.74,192.4,Blue,HOU,High School,Very Satisfied,Yes
22.0,22355.0,61.23,168.2,,HOU,Masters,Unsatisfied,No
57.0,83286.0,58.8,165.0,Black,DAL,Masters,Neutral,No
57.0,77880.0,,170.3,,DAL,High School,Unsatisfied,No
47.0,43758.0,68.05,,Blue,LA,PhD,,No
22.0,101220.0,,183.1,Red,CHI,Masters,,No
29.0,73322.0,,172.0,Red,NY,Bachelors,Very Unsatisfied,Yes
24.0,124076.0,35.86,174.5,Red,DAL,High School,Neutral,No
62.0,78785.0,54.15,,,LA,High School,Unsatisfied,No
30.0,121703.0,70.72,155.6,Green,DAL,PhD,Very Unsatisfied,No
66.0,,55.39,178.0,Black,NY,High School,,Yes
21.0,115834.0,35.91,167.0,,LA,PhD,Satisfied,Yes
67.0,129642.0,41.07,163.1,Green,HOU,PhD,Satisfied,No
59.0,140383.0,55.96,150.7,Black,LA,Bachelors,Neutral,No
20.0,26737.0,35.45,171.7,Black,CHI,High School,Very Satisfied,No
29.0,,,170.2,Green,LA,Masters,Very Satisfied,Yes
18.0,134313.0,67.62,158.9,,HOU,PhD,Very Unsatisfied,Yes
44.0,86144.0,51.16,167.2,,LA,,,No
60.0,102531.0,63.51,176.8,Yellow,LA,Bachelors,Satisfied,No
67.0,,,,Yellow,NY,,Satisfied,Yes
30.0,,45.05,160.1,Black,LA,Masters,,Yes
34.0,20240.0,52.08,174.5,Blue,CHI,High School,Very Unsatisfied,
,22052.0,17.22,,Black,NY,Bachelors,Satisfied,No
49.0,25334.0,58.31,,Black,DAL,High School,Unsatisfied,No
37.0,119906.0,43.99,168.9,Yellow,LA,PhD,Satisfied,Yes
68.0,83974.0,72.79,173.9,Blue,LA,Bachelors,Satisfied,No
34.0,96132.0,58.19,171.4,,LA,,Satisfied,No
51.0,,53.2,176.5,Blue,DAL,Bachelors,Very Satisfied,No
52.0,,32.78,182.3,Red,HOU,High School,Neutral,No
52.0,78758.0,43.95,162.2,Yellow,HOU,,Unsatisfied,Yes
55.0,135056.0,,,,DAL,PhD,Neutral,Yes
59.0,103996.0,66.43,184.4,Black,NY,High School,Unsatisfied,Yes
41.0,,56.5,165.4,Green,LA,High School,Neutral,Yes
71.0,,51.99,157.8,Yellow,HOU,Masters,,No
35.0,125413.0,50.51,170.3,,DAL,High School,,Yes
67.0,,71.94,,Red,NY,PhD,Very Satisfied,Yes
63.0,51943.0,66.93,171.3,Red,CHI,High School,Very Unsatisfied,Yes
65.0,89052.0,60.8,,Black,LA,PhD,,No
56.0,122733.0,,,,LA,Bachelors,Unsatisfied,Yes
50.0,74197.0,55.13,179.4,Yellow,CHI,High School,,Yes
66.0,,57.7,165.0,Yellow,LA,High School,Satisfied,No
,143272.0,25.32,172.2,Yellow,,Masters,,Yes
42.0,103771.0,45.93,173.5,Green,LA,High School,Very Satisfied,No
54.0,74579.0,61.12,169.1,Yellow,NY,,Very Satisfied,Yes
44.0,36248.0,47.28,182.3,Yellow,,,Very Satisfied,No
18.0,52074.0,44.65,166.9,Yellow,LA,High School,,No
38.0,61738.0,64.1,172.5,,NY,High School,Neutral,Yes
76.0,56199.0,24.5,170.5,Blue,CHI,PhD,,No
66.0,144578.0,40.49,161.0,Black,CHI,Bachelors,Satisfied,No
27.0,101482.0,,182.1,Black,LA,Masters,Very Satisfied,No
48.0,134467.0,69.62,172.2,Blue,NY,Bachelors,Unsatisfied,Yes
61.0,47830.0,48.34,176.0,Yellow,DAL,Masters,Very Unsatisfied,Yes
42.0,24482.0,71.07,179.4,Green,DAL,PhD,Very Satisfied,Yes
37.0,26252.0,45.72,,Red,DAL,PhD,Neutral,No
74.0,108402.0,27.92,161.8,,NY,Masters,Satisfied,No
19.0,23271.0,45.04,171.6,Black,CHI,Masters,Neutral,Yes
72.0,47828.0,75.24,164.3,Red,HOU,,,No
65.0,80955.0,62.32,,Green,CHI,Masters,Satisfied,No
32.0,30804.0,52.14,168.1,Black,LA,High School,Very Unsatisfied,Yes
45.0,50455.0,51.95,157.3,Yellow,LA,Bachelors,Satisfied,Yes
30.0,62805.0,46.7,176.2,Red,HOU,Bachelors,Unsatisfied,No
67.0,23508.0,42.09,164.5,Black,NY,Bachelors,Unsatisfied,
77.0,59744.0,,168.2,Black,DAL,Masters,Very Satisfied,Yes
69.0,40276.0,27.16,175.1,Blue,NY,High School,Very Satisfied,Yes
71.0,55879.0,50.95,,Green,LA,,Very Satisfied,Yes
31.0,,46.25,169.5,,DAL,High School,,Yes
67.0,132936.0,,,Red,,Bachelors,Very Satisfied,Yes
19.0,134341.0,36.58,161.6,Blue,HOU,High School,Neutral,No
51.0,71018.0,54.83,178.9,Black,CHI,,Very Unsatisfied,Yes
52.0,,72.78,166.0,Black,HOU,High School,Satisfied,No
54.0,119230.0,41.46,180.2,Red,,Bachelors,Neutral,Yes
42.0,72924.0,55.39,151.7,,NY,Bachelors,Satisfied,No
65.0,115433.0,,183.0,Black,HOU,,Satisfied,No
71.0,47618.0,72.91,188.6,,NY,High School,Neutral,No
32.0,,,,,HOU,High School,Very Unsatisfied,Yes
29.0,133628.0,53.87,169.3,Black,NY,High School,Very Unsatisfied,No
79.0,,64.45,181.3,Red,CHI,Bachelors,Very Satisfied,Yes
,81569.0,62.64,180.1,Yellow,CHI,High School,Very Unsatisfied,No
75.0,22095.0,40.46,188.3,Yellow,CHI,High School,Unsatisfied,Yes
48.0,,37.22,161.1,Red,LA,High School,Neutral,No
31.0,94554.0,51.75,,Red,HOU,Masters,Unsatisfied,Yes
46.0,80831.0,,147.3,Blue,CHI,PhD,Neutral,Yes
70.0,57463.0,,183.6,Blue,LA,High School,Neutral,Yes
65.0,53537.0,33.84,149.4,Black,DAL,PhD,Unsatisfied,Yes
60.0,43098.0,56.01,176.2,,NY,Masters,Unsatisfied,Yes
55.0,,,189.0,Black,NY,PhD,,No
59.0,126952.0,68.26,186.2,Blue,,High School,,Yes
77.0,94800.0,89.1,176.2,Green,LA,High School,Unsatisfied,Yes
25.0,137463.0,74.07,177.8,Black,CHI,High School,Neutral,Yes
65.0,68203.0,48.91,153.6,,LA,Bachelors,Neutral,No
20.0,68673.0,37.61,180.7,Yellow,CHI,Bachelors,Satisfied,Yes
19.0,25367.0,,,Green,HOU,High School,Very Satisfied,No
33.0,50525.0,56.28,175.4,Black,CHI,PhD,Neutral,No
36.0,75585.0,22.48,,Blue,CHI,Masters,Unsatisfied,Yes
47.0,41014.0,47.7,,Green,NY,Masters,Neutral,Yes
58.0,109618.0,,,Blue,NY,Bachelors,,No
33.0,112595.0,,,Red,LA,,Very Unsatisfied,No
48.0,100699.0,52.99,,Red,LA,High School,Satisfied,No
71.0,25502.0,37.79,175.1,Red,DAL,Masters,Neutral,Yes
75.0,131711.0,59.25,168.8,Green,CHI,High School,Neutral,Yes
45.0,46874.0,52.68,167.5,,DAL,,Very Unsatisfied,Yes
21.0,,64.85,180.6,Yellow,CHI,PhD,Neutral,No
27.0,72123.0,,155.1,Black,LA,,Satisfied,No
68.0,,,163.6,Red,LA,PhD,Very Unsatisfied,No
62.0,122704.0,59.69,186.2,Black,LA,Bachelors,Very Unsatisfied,No
35.0,67660.0,81.18,169.5,,NY,High School,Very Satisfied,
64.0,99435.0,75.33,194.4,,DAL,Bachelors,Satisfied,No
49.0,38026.0,,167.1,Blue,NY,Masters,Neutral,Yes
47.0,,30.24,158.8,Red,NY,,Very Satisfied,No
53.0,131582.0,64.64,169.9,Red,DAL,Masters,Unsatisfied,Yes
26.0,83035.0,43.56,175.3,,NY,,Satisfied,No
53.0,73194.0,71.61,174.1,Red,LA,High School,Very Unsatisfied,No
46.0,144343.0,28.15,187.9,Black,NY,Masters,Satisfied,No
33.0,136199.0,,166.6,Black,CHI,High School,Unsatisfied,No
45.0,91153.0,46.72,175.5,,LA,High School,Very Satisfied,No
38.0,,35.56,182.9,Green,DAL,Masters,Very Satisfied,Yes
64.0,,34.69,150.9,Black,LA,Bachelors,Unsatisfied,Yes
73.0,,40.47,,Green,NY,Bachelors,Unsatisfied,No
19.0,133646.0,63.49,176.9,Blue,CHI,PhD,Satisfied,
77.0,24471.0,45.48,171.8,Black,DAL,,Very Unsatisfied,No
76.0,,,163.4,,DAL,High School,Unsatisfied,No
63.0,,85.84,176.2,Green,,High School,Neutral,No
52.0,136409.0,,140.2,Black,LA,PhD,Satisfied,Yes
71.0,,57.65,150.3,Red,LA,High School,Unsatisfied,Yes
45.0,134206.0,,166.1,Red,LA,,Unsatisfied,Yes
72.0,40850.0,,185.6,Blue,CHI,Masters,Very Unsatisfied,
53.0,129979.0,62.59,158.2,,CHI,High School,Very Unsatisfied,Yes
79.0,,45.13,175.2,Black,NY,High School,Satisfied,
48.0,,,170.8,Blue,DAL,Bachelors,,No
50.0,34877.0,77.25,172.0,Blue,DAL,High School,Neutral,Yes
40.0,146512.0,31.55,164.2,Green,NY,Bachelors,Very Satisfied,No
77.0,98505.0,,193.4,Yellow,HOU,,,No
58.0,100970.0,42.83,,Red,HOU,,Neutral,No
34.0,121581.0,34.15,,Blue,LA,Bachelors,Very Satisfied,Yes
,91491.0,76.21,198.6,Red,NY,Masters,Unsatisfied,Yes
66.0,32131.0,33.98,,Black,DAL,Masters,Neutral,No
18.0,31136.0,,169.8,Blue,LA,Masters,,Yes
59.0,105419.0,67.4,169.9,Green,CHI,,Very Satisfied,No
40.0,,53.61,168.4,,HOU,Masters,Satisfied,Yes
65.0,,34.96,179.9,Black,HOU,Masters,Satisfied,Yes
44.0,100544.0,49.09,,Black,LA,High School,Very Unsatisfied,Yes
42.0,133812.0,,173.2,Yellow,NY,High School,,Yes
49.0,126583.0,48.22,162.2,Black,CHI,Masters,,Yes
,136217.0,46.33,188.5,Green,,High School,Very Unsatisfied,Yes
41.0,146119.0,31.18,181.8,,NY,Masters,Very Satisfied,No
74.0,117468.0,,163.8,Black,LA,High School,Very Satisfied,Yes
20.0,137873.0,38.65,178.2,Yellow,NY,PhD,Very Unsatisfied,No
77.0,118316.0,,165.3,,LA,High School,Neutral,Yes
29.0,47504.0,,176.4,Yellow,DAL,Bachelors,Satisfied,No
52.0,51713.0,50.71,181.3,Yellow,LA,Masters,Unsatisfied,No
32.0,50373.0,31.47,,Yellow,NY,Bachelors,Satisfied,No
34.0,41660.0,59.65,190.4,Green,NY,PhD,Very Satisfied,Yes
67.0,68308.0,61.55,173.0,Red,HOU,,Very Satisfied,No
49.0,126815.0,50.01,177.8,Green,DAL,Bachelors,Unsatisfied,Yes
24.0,40771.0,,168.2,Green,DAL,PhD,Unsatisfied,No
36.0,33927.0,30.18,175.0,,LA,Masters,,Yes
24.0,100494.0,60.16,173.8,Blue,DAL,PhD,Very Unsatisfied,No
22.0,41252.0,50.0,179.2,Red,NY,Masters,Satisfied,No
75.0,79027.0,73.41,169.5,,LA,High School,Very Unsatisfied,No
57.0,74748.0,21.78,166.9,Blue,DAL,Bachelors,Very Unsatisfied,Yes
38.0,124074.0,46.16,171.9,Black,NY,High School,Satisfied,No
65.0,51559.0,34.44,175.8,Yellow,NY,Bachelors,Very Satisfied,Yes
65.0,98747.0,40.33,173.5,,NY,Masters,Unsatisfied,
68.0,82896.0,48.72,178.2,Blue,NY,Masters,Neutral,No
74.0,,42.37,194.6,Yellow,DAL,Masters,Unsatisfied,Yes
64.0,47025.0,,164.9,Green,CHI,Bachelors,Satisfied,No
24.0,73405.0,37.4,174.1,Green,DAL,Masters,Unsatisfied,Yes
54.0,143263.0,74.17,,Yellow,NY,Bachelors,Satisfied,No
40.0,147373.0,53.06,162.9,Yellow,DAL,,Neutral,No
28.0,,23.74,168.6,,HOU,,Very Unsatisfied,No
27.0,37480.0,36.82,192.7,,DAL,Masters,Satisfied,Yes
74.0,37353.0,56.67,171.9,Yellow,LA,PhD,Very Unsatisfied,No
38.0,76055.0,46.57,,Green,LA,Masters,Satisfied,No
72.0,,51.77,192.5,,LA,Bachelors,Unsatisfied,Yes
76.0,121555.0,59.8,174.7,Green,LA,Bachelors,Very Unsatisfied,Yes
58.0,81018.0,23.62,172.1,Blue,CHI,Bachelors,Very Satisfied,Yes
50.0,,58.58,161.4,Black,DAL,High School,Neutral,Yes
37.0,148706.0,66.29,167.9,Black,DAL,High School,Neutral,Yes
50.0,112956.0,26.23,,Green,DAL,,,No
57.0,109471.0,52.99,171.7,,DAL,High School,Unsatisfied,Yes
52.0,,14.21,166.0,,NY,PhD,Very Unsatisfied,Yes
51.0,103172.0,53.69,157.8,Red,NY,PhD,Satisfied,No
79.0,37178.0,54.38,181.3,Red,DAL,,Unsatisfied,No
53.0,149859.0,34.42,194.1,Yellow,HOU,Bachelors,Very Unsatisfied,Yes
44.0,112834.0,43.05,153.2,Green,CHI,,Unsatisfied,No
36.0,119930.0,46.86,169.7,Red,,Bachelors,,Yes
60.0,36082.0,50.02,165.6,Green,NY,Bachelors,Satisfied,No
22.0,83753.0,42.76,167.8,Green,LA,,,No
46.0,132254.0,66.28,166.9,,CHI,Bachelors,Very Unsatisfied,No
73.0,129337.0,55.19,179.1,,LA,High School,Unsatisfied,No
27.0,57958.0,40.53,171.3,Red,NY,,,Yes
73.0,61050.0,65.92,171.7,Black,NY,High School,Very Unsatisfied,Yes
76.0,64637.0,57.3,170.6,Blue,CHI,,Unsatisfied,Yes
72.0,92779.0,32.0,,Yellow,NY,High School,Neutral,Yes
57.0,115847.0,50.49,157.5,Red,NY,High School,Neutral,Yes
30.0,67548.0,58.57,169.4,,HOU,,,Yes
46.0,27364.0,63.47,157.8,Green,NY,Bachelors,,No
22.0,51927.0,76.9,181.1,Green,DAL,High School,Unsatisfied,Yes
75.0,73324.0,67.1,151.4,Blue,LA,High School,Very Unsatisfied,Yes
75.0,97247.0,45.75,172.1,Green,LA,Bachelors,,Yes
76.0,103240.0,20.75,195.8,Green,DAL,High School,Satisfied,Yes
29.0,56227.0,,170.3,,HOU,,Very Satisfied,No
76.0,22369.0,,184.4,,NY,Masters,Unsatisfied,No
30.0,38852.0,63.95,162.8,Yellow,DAL,Masters,Satisfied,No
39.0,63553.0,,171.7,Green,CHI,Bachelors,Satisfied,Yes
57.0,111769.0,33.46,158.0,Blue,HOU,PhD,Satisfied,
32.0,31569.0,,155.7,Yellow,CHI,Bachelors,Very Satisfied,Yes
30.0,40421.0,,165.2,Green,CHI,,Very Unsatisfied,No
18.0,36729.0,50.38,,Red,DAL,High School,Very Satisfied,Yes
71.0,51434.0,42.03,184.7,Blue,DAL,High School,Unsatisfied,No
,113993.0,52.3,160.3,Black,HOU,Masters,Very Unsatisfied,No
60.0,70816.0,,,Black,CHI,Bachelors,Very Satisfied,Yes
62.0,73025.0,42.82,174.5,Yellow,CHI,,Neutral,Yes
70.0,145652.0,,152.6,Red,LA,High School,Very Unsatisfied,No
69.0,135337.0,61.95,153.3,Black,,Bachelors,Neutral,No
18.0,58148.0,,171.1,Green,NY,PhD,Very Unsatisfied,No
28.0,,,,Yellow,CHI,Bachelors,Unsatisfied,Yes
75.0,60619.0,58.0,173.4,Black,NY,High School,Very Satisfied,Yes
60.0,47282.0,,176.6,Blue,NY,Bachelors,,Yes
57.0,91828.0,65.76,176.0,Green,NY,Masters,Neutral,Yes
39.0,54680.0,54.53,180.6,,NY,High School,Unsatisfied,Yes
52.0,116673.0,55.01,165.5,Red,CHI,Masters,Satisfied,No
77.0,125500.0,,163.7,,HOU,High School,Very Satisfied,Yes
68.0,97413.0,48.64,164.9,Red,NY,High School,Neutral,Yes
61.0,,55.73,157.0,Red,DAL,Bachelors,Unsatisfied,Yes
23.0,108015.0,,167.0,Blue,HOU,PhD,,Yes
45.0,44434.0,34.53,163.8,Red,CHI,Masters,Unsatisfied,
48.0,82205.0,60.66,173.4,Black,CHI,Bachelors,Very Unsatisfied,No
72.0,79153.0,,178.0,,,Masters,Unsatisfied,Yes
25.0,28058.0,40.55,154.5,Black,DAL,PhD,,No
22.0,58448.0,43.97,181.0,Green,CHI,High School,Neutral,Yes
59.0,39644.0,66.16,,Black,CHI,,Very Satisfied,No
71.0,87648.0,40.93,,,LA,Masters,Unsatisfied,No
65.0,111594.0,74.79,,Black,LA,High School,Unsatisfied,No
61.0,,28.62,,Green,LA,High School,Unsatisfied,Yes
34.0,83711.0,59.89,167.5,Green,DAL,High School,Very Satisfied,No
55.0,53243.0,41.77,163.7,Blue,LA,PhD,Very Unsatisfied,Yes
26.0,20325.0,,,Blue,HOU,Bachelors,Unsatisfied,Yes
27.0,76838.0,53.64,174.2,Blue,HOU,High School,Neutral,No
37.0,134236.0,39.84,164.0,Red,DAL,Masters,,No
31.0,105183.0,39.21,182.7,Black,NY,Bachelors,Very Satisfied,Yes
31.0,60807.0,63.9,173.4,Red,LA,Masters,Very Unsatisfied,No
43.0,104055.0,31.04,,Yellow,HOU,High School,,Yes
46.0,,,162.9,Blue,CHI,,Very Satisfied,No
66.0,,52.2,178.6,Black,DAL,Bachelors,,No
79.0,95024.0,41.02,189.5,Green,NY,,Unsatisfied,No
44.0,74187.0,42.34,,Black,HOU,High School,Very Satisfied,Yes
42.0,126439.0,35.7,158.8,Yellow,HOU,Bachelors,Neutral,No
33.0,84843.0,26.99,168.8,Red,HOU,Bachelors,Very Satisfied,Yes
53.0,85817.0,,174.9,Blue,HOU,Bachelors,Satisfied,Yes
51.0,53424.0,31.69,,Yellow,DAL,,,
33.0,22210.0,56.4,166.7,Blue,DAL,Masters,Very Unsatisfied,No
50.0,113357.0,59.62,167.5,Blue,DAL,PhD,Unsatisfied,Yes
20.0,51851.0,,169.0,Red,HOU,,Very Unsatisfied,No
40.0,94628.0,45.86,157.9,Red,,Bachelors,Very Satisfied,No
28.0,60236.0,,194.6,Green,CHI,Bachelors,Satisfied,No
65.0,65386.0,,175.2,,DAL,PhD,Very Satisfied,No
75.0,,55.62,,Red,,PhD,Unsatisfied,No
35.0,105289.0,63.48,171.9,,LA,Bachelors,Unsatisfied,Yes
64.0,56701.0,37.59,172.6,Black,NY,Bachelors,Neutral,Yes
58.0,76507.0,59.36,158.2,,NY,Bachelors,Unsatisfied,No
61.0,,43.47,170.6,Black,HOU,PhD,,Yes
46.0,71687.0,,184.2,Yellow,NY,Bachelors,Satisfied,No
76.0,127909.0,,166.2,Yellow,CHI,High School,Neutral,No
67.0,143923.0,27.01,,,HOU,High School,Unsatisfied,Yes
22.0,82675.0,35.64,,Green,LA,Masters,Satisfied,Yes
41.0,63543.0,36.09,183.7,,NY,Masters,Very Unsatisfied,Yes
46.0,130170.0,47.31,164.4,Yellow,LA,Masters,Satisfied,No
46.0,84450.0,,171.5,Blue,LA,Bachelors,,Yes
77.0,,,169.2,Yellow,HOU,PhD,Neutral,Yes
43.0,115795.0,60.25,167.3,Yellow,NY,Bachelors,,Yes
57.0,,51.24,170.8,Green,CHI,Bachelors,,No
20.0,41144.0,32.52,,Blue,DAL,Bachelors,Satisfied,No
19.0,105211.0,37.32,176.1,Black,CHI,Bachelors,Very Unsatisfied,No
42.0,141809.0,26.38,179.4,Black,CHI,Bachelors,Neutral,No
36.0,80265.0,22.87,171.5,Red,LA,High School,,No
57.0,110284.0,18.84,153.2,Green,NY,High School,Neutral,No
19.0,,27.49,,Black,LA,High School,Unsatisfied,No
36.0,87584.0,30.71,175.1,Green,CHI,Bachelors,Unsatisfied,Yes
18.0,117747.0,47.2,,Green,LA,,Very Satisfied,Yes
79.0,81422.0,39.39,169.6,Blue,NY,,Neutral,Yes
44.0,47672.0,49.64,172.3,Green,DAL,High School,Very Unsatisfied,No
71.0,,54.19,157.3,Blue,CHI,,,No
62.0,63887.0,,173.6,Red,HOU,Bachelors,Very Satisfied,No
72.0,,40.2,146.8,Black,LA,PhD,Satisfied,Yes
69.0,25320.0,54.73,180.1,Green,DAL,Masters,Very Unsatisfied,No
66.0,56744.0,,181.0,Red,DAL,Bachelors,Satisfied,No
52.0,33225.0,32.35,164.5,Yellow,HOU,Bachelors,Very Satisfied,Yes
58.0,129758.0,24.28,174.6,Blue,,,Very Satisfied,No
22.0,133512.0,36.51,158.1,Black,CHI,Bachelors,Satisfied,Yes
55.0,118712.0,47.23,167.5,Blue,LA,Bachelors,Very Satisfied,Yes
21.0,48125.0,29.87,,Blue,LA,Bachelors,Satisfied,Yes
34.0,138063.0,52.38,,Blue,CHI,High School,Unsatisfied,No
79.0,146902.0,67.49,,,DAL,,,No
70.0,26887.0,61.39,170.5,Green,NY,,Satisfied,No
38.0,142587.0,26.0,186.7,Green,HOU,PhD,,Yes
70.0,135265.0,59.52,185.1,Black,DAL,High School,,Yes
65.0,83448.0,42.54,164.9,Blue,LA,Masters,Satisfied,No
48.0,28145.0,58.02,174.6,Red,LA,Bachelors,Very Unsatisfied,No
65.0,113719.0,43.1,159.4,Black,CHI,Bachelors,Neutral,No
39.0,40561.0,44.65,174.6,Yellow,HOU,Bachelors,,No
28.0,53370.0,,176.4,,HOU,High School,Neutral,No
51.0,105675.0,,,Green,LA,,Very Unsatisfied,Yes
66.0,67031.0,53.2,,,,Masters,,Yes
32.0,141378.0,36.25,172.3,Black,,Bachelors,Neutral,Yes
67.0,52289.0,,,Red,CHI,Bachelors,Neutral,Yes
78.0,40453.0,66.93,177.3,Yellow,HOU,Bachelors,Unsatisfied,Yes
27.0,68389.0,,164.4,,,,,No
55.0,108240.0,25.37,163.9,Green,CHI,High School,Very Unsatisfied,Yes
49.0,67759.0,53.69,187.3,Red,CHI,PhD,Unsatisfied,Yes
70.0,58102.0,63.15,166.4,,LA,PhD,Very Satisfied,Yes
65.0,94715.0,80.17,184.0,Red,CHI,High School,Very Unsatisfied,Yes
48.0,122540.0,29.84,182.3,,CHI,Bachelors,Very Unsatisfied,No
54.0,128811.0,37.17,159.6,Black,LA,Masters,Satisfied,No
61.0,40618.0,64.06,,Yellow,HOU,High School,Neutral,No
45.0,,45.37,160.4,,NY,Masters,Satisfied,No
48.0,,44.67,188.5,Red,LA,High School,Unsatisfied,Yes
23.0,145488.0,41.63,163.9,Green,LA,High School,Unsatisfied,Yes
31.0,144467.0,54.9,178.5,Yellow,NY,High School,Unsatisfied,Yes
75.0,70236.0,64.05,171.8,Blue,CHI,PhD,Neutral,Yes
40.0,70901.0,42.57,172.3,Yellow,DAL,Bachelors,Very Unsatisfied,Yes
33.0,,29.07,174.5,Green,HOU,PhD,,No
42.0,78999.0,58.68,,Blue,NY,Bachelors,Unsatisfied,Yes
56.0,89082.0,,175.8,Blue,HOU,Bachelors,Unsatisfied,No
19.0,84218.0,58.34,173.8,Yellow,CHI,High School,,No
55.0,,50.36,165.9,Black,DAL,PhD,Satisfied,Yes
58.0,,46.39,174.3,,DAL,Bachelors,Unsatisfied,Yes
56.0,54118.0,38.09,167.7,Green,NY,High School,Very Satisfied,Yes
51.0,38378.0,45.56,185.2,Red,CHI,,Unsatisfied,Yes
68.0,141268.0,48.58,174.9,Red,NY,High School,,No
57.0,34140.0,45.41,180.8,Yellow,NY,Bachelors,,Yes
60.0,112565.0,70.94,188.4,,NY,Bachelors,Very Unsatisfied,Yes
42.0,102663.0,50.81,164.2,Red,CHI,Masters,,No
53.0,56050.0,30.98,159.4,Red,DAL,PhD,Neutral,No
33.0,73285.0,33.7,171.2,Red,DAL,High School,Unsatisfied,Yes
74.0,26611.0,53.11,175.4,Yellow,,,Very Unsatisfied,No
35.0,63324.0,,181.9,Red,HOU,PhD,Unsatisfied,Yes
30.0,133874.0,68.55,154.3,,CHI,Bachelors,,No
76.0,,,168.1,Yellow,CHI,PhD,Neutral,No
54.0,72579.0,29.32,189.5,Red,DAL,High School,,Yes
44.0,143509.0,54.09,176.5,Red,LA,High School,Neutral,
51.0,123214.0,56.15,173.3,Blue,LA,Bachelors,Satisfied,No
28.0,81978.0,72.99,182.4,Blue,HOU,PhD,Unsatisfied,No
18.0,128752.0,67.7,148.8,Yellow,HOU,High School,Unsatisfied,Yes
30.0,,33.62,154.6,Black,HOU,Masters,Very Unsatisfied,No
47.0,42140.0,44.22,165.2,Yellow,DAL,Bachelors,Very Unsatisfied,Yes
22.0,125747.0,,176.1,Black,CHI,High School,Satisfied,Yes
35.0,135179.0,41.96,162.3,Black,CHI,Bachelors,Very Unsatisfied,
31.0,59209.0,32.6,169.8,Yellow,LA,,Unsatisfied,Yes
30.0,27976.0,24.28,166.8,Yellow,CHI,,Satisfied,Yes
49.0,,83.68,,Yellow,LA,PhD,Unsatisfied,Yes
24.0,40537.0,23.67,183.2,Black,LA,High School,Very Satisfied,Yes
25.0,52039.0,59.48,173.5,Green,CHI,Masters,Neutral,Yes
67.0,78826.0,33.74,162.5,Blue,LA,Masters,,No
24.0,148630.0,22.29,172.6,Blue,DAL,Bachelors,Very Satisfied,No
69.0,,,176.0,Green,LA,Masters,Very Satisfied,Yes
66.0,,65.42,168.4,,DAL,PhD,Unsatisfied,No
33.0,41877.0,61.91,168.6,Black,CHI,,Very Satisfied,Yes
60.0,,,173.5,Yellow,NY,Masters,Very Unsatisfied,Yes
48.0,31709.0,53.33,154.0,Green,NY,Masters,,Yes
68.0,22134.0,24.12,178.0,,HOU,Masters,,No
44.0,,43.35,184.6,Yellow,LA,Bachelors,Very Unsatisfied,No
77.0,53378.0,58.02,163.2,Red,DAL,Masters,Very Satisfied,No
50.0,60334.0,,,Green,CHI,High School,Very Satisfied,No
70.0,78491.0,,,,DAL,High School,,No
46.0,42501.0,35.94,162.6,,NY,Bachelors,Very Unsatisfied,Yes
25.0,52731.0,54.42,178.4,,DAL,Masters,Neutral,No
50.0,139429.0,57.96,164.2,Red,NY,High School,Very Satisfied,No
79.0,46906.0,52.89,173.2,,HOU,Bachelors,Satisfied,Yes
58.0,55329.0,,161.9,Blue,CHI,High School,Neutral,Yes
36.0,108965.0,20.93,180.5,Black,DAL,High School,Very Unsatisfied,Yes
38.0,53596.0,45.26,174.2,Black,CHI,High School,Very Satisfied,No
58.0,38079.0,48.84,180.7,Green,NY,Masters,Very Satisfied,Yes
38.0,63164.0,58.69,167.8,,,Bachelors,Unsatisfied,Yes
42.0,63233.0,70.9,164.4,,DAL,PhD,Unsatisfied,Yes
59.0,,58.72,193.5,Green,DAL,Masters,Very Satisfied,Yes
73.0,42158.0,53.34,176.5,Black,DAL,Bachelors,Very Satisfied,No
40.0,56233.0,44.1,189.2,Red,HOU,Bachelors,Very Satisfied,No
28.0,69417.0,60.38,166.1,,NY,Masters,,No
50.0,54057.0,51.35,179.5,Green,NY,High School,Very Unsatisfied,Yes
37.0,113732.0,43.52,163.0,,CHI,Masters,Very Unsatisfied,Yes
42.0,148287.0,64.91,157.3,,LA,High School,,Yes
43.0,58179.0,46.02,175.5,Green,LA,High School,,No
57.0,,53.13,173.3,Black,DAL,High School,,Yes
69.0,102392.0,36.95,172.0,Blue,NY,High School,Neutral,Yes
